,img_name,season
15810,./data/summer/4595.jpeg,1
370,../fashiondata_tng/photos/706/7069107537-call-it-spring-purse-bebe-shorts-zara-heels-winners-blouse_400.jpg,0
18158,./data/autumn/3974.jpeg,2
30399,./data/winter/4199.jpeg,3
29377,./data/winter/916.jpeg,3
8962,./data/spring/4740.jpeg,0
25055,./data/winter/617.jpeg,3
797,../fashiondata_tng/photos/170/1708823996-white-fedora-forever-21-hat-lime-green-cropped-summer-forever-21-sweater_400.jpg,1
31208,./data/winter/2792.jpeg,3
23675,./data/autumn/6091.jpeg,2
798,../fashiondata_tng/photos/465/4658536911-diva-bracelet-summer-92-heels_400.jpg,1
8846,./data/spring/3357.jpeg,0
31460,./data/winter/939.jpeg,3
22643,./data/autumn/2410.jpeg,2
28511,./data/winter/5958.jpeg,3
22017,./data/autumn/3556.jpeg,2
25192,./data/winter/6164.jpeg,3
19083,./data/autumn/4941.jpeg,2
19901,./data/autumn/2579.jpeg,2
9009,./data/spring/3097.jpeg,0
3886,./data/spring/3355.jpeg,0
22022,./data/autumn/1493.jpeg,2
26226,./data/winter/612.jpeg,3
10000,./data/spring/3975.jpeg,0
6422,./data/spring/872.jpeg,0
23788,./data/autumn/3319.jpeg,2
2785,../fashiondata_tng/photos/547/5473584845-charcoal-gray-yes-style-dress-silver-crop-summer-forever-21-sweater-sky-blue_400.jpg,1
14931,./data/summer/1997.jpeg,1
1303,../fashiondata_tng/photos/981/9810083630-black-vintage-jacqueline-de-ribes-dress-black-belt-silver-fenton-fallon-neck_400.jpg,2
29990,./data/winter/3544.jpeg,3
7448,./data/spring/5807.jpeg,0
4565,./data/spring/2581.jpeg,0
17124,./data/summer/6936.jpeg,1
13485,./data/summer/3148.jpeg,1
15183,./data/summer/3288.jpeg,1
29237,./data/winter/5848.jpeg,3
12110,./data/summer/6541.jpeg,1
21822,./data/autumn/5869.jpeg,2
14545,./data/summer/1383.jpeg,1
27911,./data/winter/4549.jpeg,3
18215,./data/autumn/4909.jpeg,2
4578,./data/spring/2279.jpeg,0
1250,../fashiondata_tng/photos/322/3227001282-zara-coat-autumn-cashmere-sweater-marc-jacobs-bag_400.jpg,2
16891,./data/summer/3491.jpeg,1
18437,./data/autumn/2777.jpeg,2
17491,./data/summer/6191.jpeg,1
27773,./data/winter/5795.jpeg,3
2521,../fashiondata_tng/photos/911/9116236901-black-summer-dress-zara-dress-black-leather-jacket-urban-classics-jacket_400.jpg,1
4824,./data/spring/4718.jpeg,0
3067,../fashiondata_tng/photos/681/6814576503-zara-skirt-spring-sneakers-zara-sweatshirt_400.jpg,0
13800,./data/summer/2095.jpeg,1
18319,./data/autumn/243.jpeg,2
24234,./data/autumn/2946.jpeg,2
5602,./data/spring/4209.jpeg,0
6404,./data/spring/3393.jpeg,0
22134,./data/autumn/5577.jpeg,2
27428,./data/winter/1126.jpeg,3
930,../fashiondata_tng/photos/590/5903288842-leather-costume-national-jacket-h-m-scarf-jj-winters-bag-theory-pants-gi_400.jpg,3
16381,./data/summer/3421.jpeg,1
30515,./data/winter/5661.jpeg,3
9207,./data/spring/5681.jpeg,0
25447,./data/winter/6703.jpeg,3
20317,./data/autumn/6412.jpeg,2
15501,./data/summer/2269.jpeg,1
20492,./data/autumn/3962.jpeg,2
22023,./data/autumn/2704.jpeg,2
7988,./data/spring/1284.jpeg,0
18868,./data/autumn/4745.jpeg,2
23743,./data/autumn/4485.jpeg,2
15516,./data/summer/4268.jpeg,1
3665,./data/spring/753.jpeg,0
17628,./data/autumn/6022.jpeg,2
11525,./data/summer/4678.jpeg,1
14883,./data/summer/6911.jpeg,1
3352,./data/spring/4360.jpeg,0
23868,./data/autumn/1853.jpeg,2
18996,./data/autumn/3863.jpeg,2
27891,./data/winter/1874.jpeg,3
12387,./data/summer/2711.jpeg,1
8967,./data/spring/3608.jpeg,0
19212,./data/autumn/3934.jpeg,2
13394,./data/summer/6102.jpeg,1
8863,./data/spring/6373.jpeg,0
25065,./data/winter/22.jpeg,3
9731,./data/spring/5727.jpeg,0
23703,./data/autumn/4592.jpeg,2
10456,./data/summer/526.jpeg,1
8107,./data/spring/6877.jpeg,0
27577,./data/winter/1431.jpeg,3
2737,../fashiondata_tng/photos/678/6789062490-sky-blue-fall-dita-von-teese-cardigan-black-fall-oasap-skirt_400.jpg,2
15868,./data/summer/1803.jpeg,1
19198,./data/autumn/3592.jpeg,2
31419,./data/winter/599.jpeg,3
3501,./data/spring/762.jpeg,0
583,../fashiondata_tng/photos/379/3796776891-tawny-riding-call-it-spring-boots-neutral-chiffon-shift-unknown-dress_400.jpg,0
14832,./data/summer/4898.jpeg,1
29489,./data/winter/5425.jpeg,3
20841,./data/autumn/6579.jpeg,2
20927,./data/autumn/3037.jpeg,2
12139,./data/summer/1655.jpeg,1
6761,./data/spring/1229.jpeg,0
7768,./data/spring/362.jpeg,0
3349,./data/spring/326.jpeg,0
16618,./data/summer/4592.jpeg,1
7553,./data/spring/5668.jpeg,0
11141,./data/summer/1460.jpeg,1
19263,./data/autumn/5348.jpeg,2
4027,./data/spring/6626.jpeg,0
28305,./data/winter/6161.jpeg,3
22642,./data/autumn/1717.jpeg,2
22652,./data/autumn/1901.jpeg,2
2837,../fashiondata_tng/photos/105/10557576197-blue-wagw-dress-blue-wagw-hat-black-call-it-spring-heels_400.jpg,0
11639,./data/summer/956.jpeg,1
11859,./data/summer/6767.jpeg,1
3396,./data/spring/5914.jpeg,0
24582,./data/autumn/7002.jpeg,2
20854,./data/autumn/6627.jpeg,2
23852,./data/autumn/2919.jpeg,2
14658,./data/summer/4526.jpeg,1
4413,./data/spring/2966.jpeg,0
675,../fashiondata_tng/photos/859/8597937395-red-fall-vintage-scarf-black-houndstooth-shop-roxx-pants_400.jpg,2
27359,./data/winter/5559.jpeg,3
908,../fashiondata_tng/photos/668/6682889914-tibi-boots-j-brand-jeans-baffulo-jacket-fall-blazer-kate-spade-bag_400.jpg,2
8628,./data/spring/214.jpeg,0
29342,./data/winter/3115.jpeg,3
3051,../fashiondata_tng/photos/212/2128342156-mango-jeans-forever-21-blazer-h-m-top-spring-pumps_400.jpg,0
24856,./data/winter/3758.jpeg,3
4610,./data/spring/2383.jpeg,0
16136,./data/summer/5141.jpeg,1
24845,./data/winter/423.jpeg,3
10334,./data/spring/3663.jpeg,0
31387,./data/winter/2186.jpeg,3
31292,./data/winter/4338.jpeg,3
3758,./data/spring/2344.jpeg,0
18646,./data/autumn/6677.jpeg,2
25574,./data/winter/1054.jpeg,3
7908,./data/spring/2073.jpeg,0
20843,./data/autumn/4355.jpeg,2
28215,./data/winter/2592.jpeg,3
21733,./data/autumn/6063.jpeg,2
15057,./data/summer/806.jpeg,1
3086,../fashiondata_tng/photos/682/6825114470-leather-call-it-spring-boots-velvet-jacob-blazer-leather-aldo-bag_400.jpg,0
17712,./data/autumn/5608.jpeg,2
27049,./data/winter/5664.jpeg,3
28442,./data/winter/5157.jpeg,3
16333,./data/summer/5339.jpeg,1
28733,./data/winter/1332.jpeg,3
20231,./data/autumn/3990.jpeg,2
6928,./data/spring/5199.jpeg,0
236,../fashiondata_tng/photos/683/6833003687-h-m-bag-bershka-shorts-blanco-sandals-springfield-t-shirt_400.jpg,0
30664,./data/winter/4534.jpeg,3
15661,./data/summer/6702.jpeg,1
24919,./data/winter/6389.jpeg,3
4391,./data/spring/6265.jpeg,0
12921,./data/summer/2839.jpeg,1
4974,./data/spring/5479.jpeg,0
19979,./data/autumn/3426.jpeg,2
6919,./data/spring/6348.jpeg,0
14223,./data/summer/6252.jpeg,1
2810,../fashiondata_tng/photos/473/4739219772-black-red-dress-white-h-m-shirt-black-call-it-spring-flats_400.jpg,0
3289,../fashiondata_tng/photos/104/10442741820-blazer-h-m-dress-spring-shorts_400.jpg,0
27630,./data/winter/972.jpeg,3
26063,./data/winter/6237.jpeg,3
22939,./data/autumn/2158.jpeg,2
1563,../fashiondata_tng/photos/626/6269960056-black-boots-dark-gray-winter-american-apparel-leggings-blue-denim-shirt_400.jpg,3
337,../fashiondata_tng/photos/479/4792891938-red-h-m-jacket-black-intimate-black-zara-skirt-black-summersault-boots-b_400.jpg,1
26841,./data/winter/4715.jpeg,3
18006,./data/autumn/7043.jpeg,2
8273,./data/spring/6655.jpeg,0
31495,./data/winter/1646.jpeg,3
14976,./data/summer/3496.jpeg,1
30610,./data/winter/5659.jpeg,3
17010,./data/summer/1523.jpeg,1
18334,./data/autumn/5165.jpeg,2
4653,./data/spring/3343.jpeg,0
27731,./data/winter/222.jpeg,3
3598,./data/spring/813.jpeg,0
29057,./data/winter/2294.jpeg,3
16769,./data/summer/5388.jpeg,1
13564,./data/summer/1759.jpeg,1
7567,./data/spring/4323.jpeg,0
19969,./data/autumn/5374.jpeg,2
10777,./data/summer/753.jpeg,1
4244,./data/spring/1381.jpeg,0
12442,./data/summer/5841.jpeg,1
7702,./data/spring/6365.jpeg,0
18819,./data/autumn/4646.jpeg,2
25812,./data/winter/3619.jpeg,3
3136,../fashiondata_tng/photos/716/7163044307-light-brown-lace-up-spring-boots-brown-parka-forever21-jacket-camel-vintage-_400.jpg,0
28563,./data/winter/5581.jpeg,3
21271,./data/autumn/2109.jpeg,2
10118,./data/spring/114.jpeg,0
1367,../fashiondata_tng/photos/208/2083321337-d-tox-skirt-secondhand-sweater-romwe-blouse-call-it-spring-wedges_400.jpg,0
2582,../fashiondata_tng/photos/461/4612308650-off-white-geometric-spring-bag-yellow-neon-forever-21-belt_400.jpg,0
14462,./data/summer/1135.jpeg,1
4297,./data/spring/3949.jpeg,0
27151,./data/winter/722.jpeg,3
7022,./data/spring/5095.jpeg,0
1480,../fashiondata_tng/photos/937/9372111784-navy-agaci-dress-ruby-red-moschino-junior-belt-dark-brown-spring-wedges_400.jpg,0
28116,./data/winter/4599.jpeg,3
24152,./data/autumn/5195.jpeg,2
18235,./data/autumn/4127.jpeg,2
6727,./data/spring/1509.jpeg,0
28343,./data/winter/4270.jpeg,3
8806,./data/spring/3968.jpeg,0
25728,./data/winter/3950.jpeg,3
17012,./data/summer/6109.jpeg,1
22121,./data/autumn/1791.jpeg,2
29068,./data/winter/1321.jpeg,3
29576,./data/winter/728.jpeg,3
3339,./data/spring/4346.jpeg,0
30088,./data/winter/1989.jpeg,3
22361,./data/autumn/92.jpeg,2
21253,./data/autumn/3039.jpeg,2
19814,./data/autumn/2800.jpeg,2
8387,./data/spring/5216.jpeg,0
14664,./data/summer/6992.jpeg,1
13823,./data/summer/3098.jpeg,1
1383,../fashiondata_tng/photos/944/9443062051-black-seaside-boots-salmon-springfield-shirt-black-hearts-primark-tights_400.jpg,0
18620,./data/autumn/2148.jpeg,2
23863,./data/autumn/6279.jpeg,2
18839,./data/autumn/2207.jpeg,2
11387,./data/summer/2258.jpeg,1
14586,./data/summer/2439.jpeg,1
24908,./data/winter/724.jpeg,3
23254,./data/autumn/2537.jpeg,2
14431,./data/summer/4108.jpeg,1
12589,./data/summer/2195.jpeg,1
26587,./data/winter/3035.jpeg,3
20688,./data/autumn/6918.jpeg,2
17640,./data/autumn/6843.jpeg,2
12595,./data/summer/5640.jpeg,1
13839,./data/summer/3037.jpeg,1
20501,./data/autumn/4376.jpeg,2
3884,./data/spring/6181.jpeg,0
18401,./data/autumn/2815.jpeg,2
1482,../fashiondata_tng/photos/937/9374255126-springfield-jeans-stradivarius-shirt-vintage-bag-marypaz-heels_400.jpg,0
25612,./data/winter/5213.jpeg,3
14546,./data/summer/5050.jpeg,1
22285,./data/autumn/5568.jpeg,2
8102,./data/spring/1594.jpeg,0
22537,./data/autumn/1442.jpeg,2
26706,./data/winter/5696.jpeg,3
11184,./data/summer/7077.jpeg,1
6880,./data/spring/2396.jpeg,0
23822,./data/autumn/1806.jpeg,2
8248,./data/spring/4294.jpeg,0
17421,./data/summer/2710.jpeg,1
22208,./data/autumn/4992.jpeg,2
25264,./data/winter/5399.jpeg,3
7758,./data/spring/4752.jpeg,0
13665,./data/summer/2785.jpeg,1
5059,./data/spring/1909.jpeg,0
24901,./data/winter/2377.jpeg,3
20375,./data/autumn/5758.jpeg,2
6129,./data/spring/414.jpeg,0
29299,./data/winter/380.jpeg,3
2438,../fashiondata_tng/photos/849/8499205818-tan-asos-hat-tan-h-m-fall-obsession-cardigan_400.jpg,2
23219,./data/autumn/2301.jpeg,2
31241,./data/winter/2675.jpeg,3
21587,./data/autumn/6681.jpeg,2
28966,./data/winter/4423.jpeg,3
16721,./data/summer/3730.jpeg,1
20880,./data/autumn/6082.jpeg,2
10504,./data/summer/2503.jpeg,1
7580,./data/spring/2741.jpeg,0
17451,./data/summer/2352.jpeg,1
5978,./data/spring/6957.jpeg,0
4751,./data/spring/5058.jpeg,0
19992,./data/autumn/2573.jpeg,2
3445,./data/spring/4351.jpeg,0
2268,../fashiondata_tng/photos/103/10341309056-dynamite-jacket-call-it-spring-boots-old-navy-top-dynamite-pants_400.jpg,0
5333,./data/spring/455.jpeg,0
11817,./data/summer/6112.jpeg,1
26725,./data/winter/2602.jpeg,3
4825,./data/spring/5957.jpeg,0
10857,./data/summer/3585.jpeg,1
24223,./data/autumn/248.jpeg,2
18160,./data/autumn/3383.jpeg,2
18315,./data/autumn/4858.jpeg,2
2053,../fashiondata_tng/photos/111/11159997828-blue-424-fifth-dress-red-424-fifth-coat-silver-call-it-spring-heels_400.jpg,0
31465,./data/winter/5800.jpeg,3
16824,./data/summer/5508.jpeg,1
3288,../fashiondata_tng/photos/104/10484013546-beige-cashmere-winter-jensen-shorts-black-wedges-shoes-black-h-m-sweater_400.jpg,3
31029,./data/winter/4153.jpeg,3
6380,./data/spring/4917.jpeg,0
16050,./data/summer/6228.jpeg,1
18249,./data/autumn/1468.jpeg,2
24838,./data/winter/6697.jpeg,3
30976,./data/winter/4260.jpeg,3
1071,../fashiondata_tng/photos/958/9580329952-brown-nicholas-kirkwood-for-rodarte-spring-2011-shoes_400.jpg,0
26371,./data/winter/4060.jpeg,3
21078,./data/autumn/4716.jpeg,2
23990,./data/autumn/1140.jpeg,2
2951,../fashiondata_tng/photos/753/7532167685-black-polka-dot-aldo-tights-black-metallic-accent-spring-bag_400.jpg,0
22695,./data/autumn/3136.jpeg,2
31209,./data/winter/5086.jpeg,3
10663,./data/summer/5114.jpeg,1
8270,./data/spring/2177.jpeg,0
23708,./data/autumn/6472.jpeg,2
30198,./data/winter/6587.jpeg,3
22411,./data/autumn/4274.jpeg,2
27805,./data/winter/6595.jpeg,3
4864,./data/spring/2509.jpeg,0
21550,./data/autumn/1135.jpeg,2
27710,./data/winter/492.jpeg,3
30672,./data/winter/6205.jpeg,3
12367,./data/summer/6113.jpeg,1
29841,./data/winter/1739.jpeg,3
6500,./data/spring/2930.jpeg,0
27387,./data/winter/5922.jpeg,3
23378,./data/autumn/139.jpeg,2
15641,./data/summer/2164.jpeg,1
16487,./data/summer/6825.jpeg,1
7438,./data/spring/591.jpeg,0
29560,./data/winter/3597.jpeg,3
2843,../fashiondata_tng/photos/105/10580259366-dark-brown-spring-boots-camel-vintage-dress-silver-faux-leather-suzy-shier-j_400.jpg,0
19940,./data/autumn/6975.jpeg,2
9989,./data/spring/6603.jpeg,0
5932,./data/spring/2918.jpeg,0
24,../fashiondata_tng/photos/983/9831583166-black-forever-21-shirt-black-fall-looks-ann-taylor-pants_400.jpg,2
10902,./data/summer/1395.jpeg,1
4042,./data/spring/1703.jpeg,0
28149,./data/winter/5103.jpeg,3
8280,./data/spring/5440.jpeg,0
24294,./data/autumn/2809.jpeg,2
29419,./data/winter/3099.jpeg,3
13707,./data/summer/4426.jpeg,1
21651,./data/autumn/6339.jpeg,2
23648,./data/autumn/4642.jpeg,2
13892,./data/summer/5244.jpeg,1
23973,./data/autumn/2004.jpeg,2
25878,./data/winter/3818.jpeg,3
19799,./data/autumn/4209.jpeg,2
29963,./data/winter/935.jpeg,3
11395,./data/summer/3923.jpeg,1
383,../fashiondata_tng/photos/581/5818208269-spring-shoes-forever-21-shirt-urban-outfitters-wallet-costa-blanca-pants_400.jpg,0
23517,./data/autumn/425.jpeg,2
28452,./data/winter/7037.jpeg,3
2462,../fashiondata_tng/photos/522/5222673775-light-yellow-straw-thrifted-hat-burnt-orange-autumn-overlook-modcloth-dress_400.jpg,2
11242,./data/summer/232.jpeg,1
8888,./data/spring/3124.jpeg,0
3645,./data/spring/6980.jpeg,0
23746,./data/autumn/5420.jpeg,2
95,../fashiondata_tng/photos/133/1336124319-stone-creek-boots-springfield-bag-stradivarius-shorts-reserved-cardigan_400.jpg,0
17614,./data/autumn/462.jpeg,2
17616,./data/autumn/4086.jpeg,2
25334,./data/winter/1468.jpeg,3
8504,./data/spring/2748.jpeg,0
14231,./data/summer/2976.jpeg,1
17554,./data/autumn/6277.jpeg,2
18189,./data/autumn/760.jpeg,2
24974,./data/winter/5451.jpeg,3
23329,./data/autumn/4093.jpeg,2
3155,../fashiondata_tng/photos/102/10218595036-bronze-h-m-trend-blazer-navy-backpack-springfield-bag-brick-red-h-m-pants_400.jpg,0
4142,./data/spring/3082.jpeg,0
12105,./data/summer/1857.jpeg,1
21424,./data/autumn/6882.jpeg,2
1799,../fashiondata_tng/photos/463/4631225898-brown-oxfords-call-it-spring-shoes-bowler-hat-h-m-hat-tramp-shirt_400.jpg,0
10546,./data/summer/6843.jpeg,1
18986,./data/autumn/808.jpeg,2
5962,./data/spring/4717.jpeg,0
1210,../fashiondata_tng/photos/106/10650838017-burnt-orange-chunky-summersault-wedges-crimson-animal-print-yrys-belt_400.jpg,1
12460,./data/summer/6089.jpeg,1
7964,./data/spring/3660.jpeg,0
30221,./data/winter/6817.jpeg,3
30003,./data/winter/2053.jpeg,3
20969,./data/autumn/5182.jpeg,2
31397,./data/winter/1821.jpeg,3
29374,./data/winter/1893.jpeg,3
566,../fashiondata_tng/photos/390/3908036574-black-call-it-spring-shoes-red-blazer-periwinkle-bag-deep-purple-shorts_400.jpg,0
25911,./data/winter/3048.jpeg,3
6037,./data/spring/5812.jpeg,0
29130,./data/winter/5040.jpeg,3
9218,./data/spring/2451.jpeg,0
23117,./data/autumn/2690.jpeg,2
24406,./data/autumn/2727.jpeg,2
7128,./data/spring/5063.jpeg,0
15709,./data/summer/5359.jpeg,1
5549,./data/spring/7097.jpeg,0
4885,./data/spring/14.jpeg,0
21653,./data/autumn/5996.jpeg,2
28123,./data/winter/3125.jpeg,3
21408,./data/autumn/2553.jpeg,2
20350,./data/autumn/6436.jpeg,2
8371,./data/spring/6731.jpeg,0
12649,./data/summer/1448.jpeg,1
31227,./data/winter/2859.jpeg,3
2072,../fashiondata_tng/photos/985/9856638778-black-spring-boots-ruby-red-costa-blanca-bag-camel-urban-behavior-skirt-eg_400.jpg,0
10009,./data/spring/4106.jpeg,0
28348,./data/winter/6730.jpeg,3
14876,./data/summer/2855.jpeg,1
6651,./data/spring/3626.jpeg,0
14098,./data/summer/6183.jpeg,1
29294,./data/winter/1147.jpeg,3
3039,../fashiondata_tng/photos/112/11298960256-suiteblanco-jeans-zara-jacket-springfield-sweatshirt_400.jpg,0
30742,./data/winter/6873.jpeg,3
17386,./data/summer/6147.jpeg,1
28839,./data/winter/225.jpeg,3
14581,./data/summer/5280.jpeg,1
3157,../fashiondata_tng/photos/102/10245212883-h-m-jeans-springfield-hat-asos-jacket-zara-t-shirt-vans-sneakers_400.jpg,0
23141,./data/autumn/1362.jpeg,2
19547,./data/autumn/6474.jpeg,2
382,../fashiondata_tng/photos/581/5812448601-cortefiel-coat-primark-jumper-springfield-skirt-una-mas-heels_400.jpg,0
24547,./data/autumn/5646.jpeg,2
15217,./data/summer/2624.jpeg,1
31551,./data/winter/288.jpeg,3
11025,./data/summer/3726.jpeg,1
29613,./data/winter/2903.jpeg,3
5157,./data/spring/2228.jpeg,0
24365,./data/autumn/6094.jpeg,2
23180,./data/autumn/5529.jpeg,2
12071,./data/summer/3584.jpeg,1
31266,./data/winter/4704.jpeg,3
18156,./data/autumn/1108.jpeg,2
12010,./data/summer/5067.jpeg,1
31242,./data/winter/3058.jpeg,3
31561,./data/winter/823.jpeg,3
14996,./data/summer/2002.jpeg,1
9890,./data/spring/2590.jpeg,0
22687,./data/autumn/5599.jpeg,2
14108,./data/summer/1439.jpeg,1
29504,./data/winter/6209.jpeg,3
20229,./data/autumn/963.jpeg,2
18171,./data/autumn/6319.jpeg,2
29124,./data/winter/4868.jpeg,3
22291,./data/autumn/2834.jpeg,2
433,../fashiondata_tng/photos/149/1490287447-lace-h-m-dress-summer-aldo-wedges_400.jpg,1
2003,../fashiondata_tng/photos/421/4216445571-h-m-dress-call-it-spring-purse-nine-west-sandals_400.jpg,0
19700,./data/autumn/5702.jpeg,2
3097,../fashiondata_tng/photos/134/1347055729-red-fall-ilgwu-coat-dark-brown-floppy-glint-gleam-hat_400.jpg,2
21804,./data/autumn/3513.jpeg,2
27136,./data/winter/773.jpeg,3
22804,./data/autumn/6099.jpeg,2
4046,./data/spring/1468.jpeg,0
16127,./data/summer/2672.jpeg,1
28526,./data/winter/4414.jpeg,3
29720,./data/winter/4795.jpeg,3
2099,../fashiondata_tng/photos/982/9821743910-call-it-spring-boots-h-m-dress-simons-jeans-h-m-bag-le-chateau-vest_400.jpg,0
17265,./data/summer/3527.jpeg,1
6309,./data/spring/5208.jpeg,0
30403,./data/winter/108.jpeg,3
10431,./data/summer/6178.jpeg,1
6751,./data/spring/2900.jpeg,0
22276,./data/autumn/3159.jpeg,2
25627,./data/winter/454.jpeg,3
9144,./data/spring/1201.jpeg,0
4884,./data/spring/5477.jpeg,0
16133,./data/summer/2301.jpeg,1
22486,./data/autumn/6250.jpeg,2
2448,../fashiondata_tng/photos/416/4162009383-studs-adidas-shoes-shorts-nike-shorts-summer-bench-top_400.jpg,1
8361,./data/spring/709.jpeg,0
11967,./data/summer/2825.jpeg,1
7824,./data/spring/410.jpeg,0
29218,./data/winter/4681.jpeg,3
12359,./data/summer/734.jpeg,1
23228,./data/autumn/6832.jpeg,2
26820,./data/winter/4150.jpeg,3
20733,./data/autumn/4463.jpeg,2
17664,./data/autumn/743.jpeg,2
17751,./data/autumn/3064.jpeg,2
7331,./data/spring/1793.jpeg,0
24066,./data/autumn/2853.jpeg,2
10314,./data/spring/4505.jpeg,0
6653,./data/spring/5031.jpeg,0
4006,./data/spring/6550.jpeg,0
2419,../fashiondata_tng/photos/372/3723811104-h-m-bag-shirt-from-japan-skirt-spring-shoes_400.jpg,0
24859,./data/winter/20.jpeg,3
30255,./data/winter/1506.jpeg,3
31677,./data/winter/5591.jpeg,3
9744,./data/spring/1613.jpeg,0
12567,./data/summer/3020.jpeg,1
20807,./data/autumn/765.jpeg,2
4991,./data/spring/6344.jpeg,0
11374,./data/summer/2201.jpeg,1
5470,./data/spring/4587.jpeg,0
14681,./data/summer/4728.jpeg,1
12047,./data/summer/2473.jpeg,1
6524,./data/spring/2397.jpeg,0
1854,../fashiondata_tng/photos/389/3898521015-ruby-red-summer-roxana-simon-dress-black-amelie-heels-silver-random-accessor_400.jpg,1
25858,./data/winter/1333.jpeg,3
6290,./data/spring/996.jpeg,0
2601,../fashiondata_tng/photos/659/6592104172-black-spring-boots-maroon-beret-bizou-hat-forest-green-velvet-h-m-blazer-b_400.jpg,0
15654,./data/summer/4966.jpeg,1
25531,./data/winter/1381.jpeg,3
16018,./data/summer/5868.jpeg,1
76,../fashiondata_tng/photos/101/10151911805-deep-purple-fall-stop-staring-dress-black-silk-vintage-scarf_400.jpg,2
20284,./data/autumn/4657.jpeg,2
28005,./data/winter/3613.jpeg,3
8648,./data/spring/5254.jpeg,0
26934,./data/winter/5230.jpeg,3
22588,./data/autumn/5220.jpeg,2
12453,./data/summer/4688.jpeg,1
25185,./data/winter/875.jpeg,3
16026,./data/summer/6148.jpeg,1
17689,./data/autumn/3348.jpeg,2
4809,./data/spring/3333.jpeg,0
10620,./data/summer/5336.jpeg,1
7928,./data/spring/541.jpeg,0
27608,./data/winter/2412.jpeg,3
22281,./data/autumn/6633.jpeg,2
28811,./data/winter/7020.jpeg,3
27786,./data/winter/3328.jpeg,3
11620,./data/summer/6510.jpeg,1
26763,./data/winter/5530.jpeg,3
8066,./data/spring/3057.jpeg,0
6105,./data/spring/5557.jpeg,0
17742,./data/autumn/1043.jpeg,2
9620,./data/spring/4238.jpeg,0
17387,./data/summer/288.jpeg,1
7677,./data/spring/6507.jpeg,0
28187,./data/winter/5691.jpeg,3
24291,./data/autumn/6779.jpeg,2
24580,./data/autumn/1700.jpeg,2
26755,./data/winter/3215.jpeg,3
3057,../fashiondata_tng/photos/469/4690942494-black-forever-21-shorts-velvet-winter-kate-cardigan-black-inc-top-vintage-_400.jpg,3
6018,./data/spring/3085.jpeg,0
1623,../fashiondata_tng/photos/708/7088659703-summersault-dress-black-rustans-shoes_400.jpg,1
18707,./data/autumn/1116.jpeg,2
29088,./data/winter/4223.jpeg,3
20801,./data/autumn/1283.jpeg,2
5280,./data/spring/6601.jpeg,0
28705,./data/winter/3905.jpeg,3
25063,./data/winter/1146.jpeg,3
16392,./data/summer/2633.jpeg,1
21361,./data/autumn/5157.jpeg,2
16550,./data/summer/3395.jpeg,1
7329,./data/spring/6282.jpeg,0
14751,./data/summer/6769.jpeg,1
15327,./data/summer/6356.jpeg,1
25921,./data/winter/3532.jpeg,3
3183,../fashiondata_tng/photos/102/10294532428-e-closet-dress-spring-purse-forever-21-accessories_400.jpg,0
17989,./data/autumn/3872.jpeg,2
24249,./data/autumn/2802.jpeg,2
19183,./data/autumn/3350.jpeg,2
359,../fashiondata_tng/photos/232/2322364870-black-spring-boots-silver-asos-dress-black-forever-21-leggings-green-diy-n_400.jpg,0
21667,./data/autumn/6972.jpeg,2
24621,./data/winter/5122.jpeg,3
27156,./data/winter/5127.jpeg,3
15320,./data/summer/1323.jpeg,1
8747,./data/spring/4767.jpeg,0
7757,./data/spring/5269.jpeg,0
6074,./data/spring/6368.jpeg,0
25915,./data/winter/3989.jpeg,3
13383,./data/summer/2850.jpeg,1
28946,./data/winter/3433.jpeg,3
26279,./data/winter/7016.jpeg,3
2292,../fashiondata_tng/photos/299/2990045855-white-springfield-pants_400.jpg,0
19570,./data/autumn/4124.jpeg,2
9521,./data/spring/4592.jpeg,0
21749,./data/autumn/3624.jpeg,2
3686,./data/spring/666.jpeg,0
16977,./data/summer/1918.jpeg,1
3012,../fashiondata_tng/photos/927/9278677895-e-closet-dress-spring-purse-forever-21-accessories_400.jpg,0
10031,./data/spring/2746.jpeg,0
26861,./data/winter/6543.jpeg,3
21774,./data/autumn/6401.jpeg,2
15290,./data/summer/1204.jpeg,1
15281,./data/summer/4702.jpeg,1
1605,../fashiondata_tng/photos/148/1484545879-vans-shoes-top-aeropostale-belt-aeropostale-skirt-falling-whistles-neckl_400.jpg,2
9727,./data/spring/2116.jpeg,0
8178,./data/spring/3981.jpeg,0
7942,./data/spring/2107.jpeg,0
10749,./data/summer/6987.jpeg,1
5242,./data/spring/966.jpeg,0
5146,./data/spring/2994.jpeg,0
179,../fashiondata_tng/photos/269/2699867244-summersault-dress-black-rustans-shoes_400.jpg,1
1145,../fashiondata_tng/photos/332/3320332944-neutral-call-it-spring-shoes-neutral-givenchy-bag_400.jpg,0
25015,./data/winter/86.jpeg,3
6705,./data/spring/779.jpeg,0
30689,./data/winter/816.jpeg,3
28466,./data/winter/4837.jpeg,3
2716,../fashiondata_tng/photos/207/2070776707-green-spring-daze-love-marks-shorts_400.jpg,0
15831,./data/summer/4490.jpeg,1
22045,./data/autumn/1864.jpeg,2
4743,./data/spring/6722.jpeg,0
18025,./data/autumn/1430.jpeg,2
8079,./data/spring/6523.jpeg,0
24524,./data/autumn/5698.jpeg,2
25439,./data/winter/2844.jpeg,3
13136,./data/summer/6784.jpeg,1
6860,./data/spring/149.jpeg,0
